region,postcode_sector,month,avg_price,volume,delta
East Midlands,DE15 0,7,332000,7,31
East Midlands,DE15 9,7,192000,13,-16
East Midlands,DE21 2,7,229000,17,-5
East Midlands,DE21 4,7,199000,14,15
East Midlands,DE21 5,7,397000,6,17
East Midlands,DE21 6,7,197000,13,19
East Midlands,DE21 7,7,205000,10,2
East Midlands,DE22 1,7,360000,12,7
East Midlands,DE22 2,7,341000,19,20
East Midlands,DE22 3,7,158000,23,2
East Midlands,DE22 4,7,173000,9,-16
East Midlands,DE23 1,7,324000,3,47
East Midlands,DE23 2,7,204000,6,32
East Midlands,DE23 3,7,311000,7,22
East Midlands,DE23 4,7,292000,2,-64
East Midlands,DE23 6,7,168000,13,-22
East Midlands,DE23 8,7,124000,11,-17
East Midlands,DE24 0,7,179000,17,-8
East Midlands,DE24 1,7,250000,1,-14
East Midlands,DE24 3,7,232000,10,2
East Midlands,DE24 5,7,260000,7,-6
East Midlands,DE24 8,7,160000,16,32
East Midlands,DE24 9,7,205000,11,18
East Midlands,DE3 0,7,311000,15,36
East Midlands,DE3 9,7,285000,8,0
East Midlands,DE4 2,7,258000,7,-37
East Midlands,DE4 3,7,248000,13,2
East Midlands,DE4 4,7,296000,8,-15
East Midlands,DE4 5,7,255000,2,-29
East Midlands,DE45 1,7,349000,14,-24
East Midlands,DE5 3,7,178000,16,-11
East Midlands,DE5 8,7,253000,5,20
East Midlands,DE5 9,7,213000,3,58
East Midlands,DE55 1,7,246000,14,5
East Midlands,DE55 2,7,176000,7,0
East Midlands,DE55 4,7,154000,16,-39
East Midlands,DE55 5,7,151000,7,6
East Midlands,DE55 6,7,275000,11,12
East Midlands,DE55 7,7,276000,8,53
East Midlands,DE56 0,7,213000,11,-27
East Midlands,DE56 1,7,236000,19,-5
East Midlands,DE56 2,7,319000,9,49
East Midlands,DE56 4,7,641000,7,90
East Midlands,DE6 1,7,282000,10,-33
East Midlands,DE6 2,7,442000,6,-16
East Midlands,DE6 3,7,442000,2,11
East Midlands,DE6 4,7,163000,1,-89
East Midlands,DE6 5,7,312000,3,-24
East Midlands,DE65 5,7,234000,17,19
East Midlands,DE65 6,7,411000,11,42
East Midlands,DE7 4,7,207000,12,2
East Midlands,DE7 5,7,190000,11,14
East Midlands,DE7 6,7,186000,7,-37
East Midlands,DE7 8,7,178000,10,9
East Midlands,DE7 9,7,235000,4,-7
East Midlands,DE72 2,7,288000,3,92
East Midlands,DE72 3,7,272000,18,-22
East Midlands,DE73 5,7,262000,4,63
East Midlands,DE73 6,7,305000,7,25
East Midlands,DE73 7,7,434000,3,-35
East Midlands,DE73 8,7,324000,5,-28
East Midlands,DE74 2,7,393000,15,19
East Midlands,DE75 7,7,177000,24,-6
East Midlands,DN1 1,7,60000,1,-14
East Midlands,DN1 2,7,104000,8,-5
East Midlands,DN1 3,7,90000,1,-10
East Midlands,DN10 4,7,314000,4,64
East Midlands,DN10 6,7,287000,13,9
East Midlands,DN11 0,7,165000,17,5
East Midlands,DN11 8,7,166000,9,12
East Midlands,DN11 9,7,181000,3,-54
East Midlands,DN12 1,7,119000,6,8
East Midlands,DN12 2,7,158000,7,10
East Midlands,DN12 3,7,123000,7,-33
East Midlands,DN12 4,7,107000,5,-18
East Midlands,DN14 0,7,198000,14,-29
East Midlands,DN14 5,7,145000,5,-39
East Midlands,DN14 6,7,171000,22,-21
East Midlands,DN14 7,7,280000,11,5
East Midlands,DN14 8,7,166000,5,-1
East Midlands,DN14 9,7,267000,7,-14
East Midlands,DN15 0,7,235000,2,35
East Midlands,DN15 6,7,91000,6,7
East Midlands,DN15 7,7,106000,15,-7
East Midlands,DN15 8,7,172000,14,10
East Midlands,DN15 9,7,235000,14,-9
East Midlands,DN16 1,7,127000,11,-2
East Midlands,DN16 2,7,157000,13,15
East Midlands,DN16 3,7,149000,16,-31
East Midlands,DN17 1,7,149000,11,-7
East Midlands,DN17 2,7,172000,14,-13
East Midlands,DN17 3,7,100000,3,-56
East Midlands,DN17 4,7,230000,7,-3
East Midlands,DN18 5,7,198000,16,-5
East Midlands,DN18 6,7,210000,3,400
East Midlands,DN19 7,7,172000,11,26
East Midlands,DN2 4,7,200000,14,34
East Midlands,DN2 5,7,174000,5,3
East Midlands,DN2 6,7,143000,8,-10
East Midlands,DN20 0,7,269000,8,29
East Midlands,DN20 8,7,186000,6,3
East Midlands,DN20 9,7,294000,9,6
East Midlands,DN21 1,7,148000,12,30
East Midlands,DN21 2,7,149000,12,67
East Midlands,DN21 3,7,284000,8,38
East Midlands,DN21 4,7,168000,7,-22
East Midlands,DN22 0,7,220000,1,69
East Midlands,DN22 6,7,145000,14,-1
East Midlands,DN22 7,7,197000,17,22
East Midlands,DN22 8,7,330000,4,10
East Midlands,DN22 9,7,92000,2,-84
East Midlands,DN3 1,7,193000,9,-15
East Midlands,DN3 2,7,177000,13,7
East Midlands,DN3 3,7,189000,9,-16
East Midlands,DN31 2,7,67000,13,-6
East Midlands,DN32 0,7,171000,10,-1
East Midlands,DN32 7,7,69000,10,-7
East Midlands,DN32 8,7,121000,14,-14
East Midlands,DN32 9,7,86000,10,2
East Midlands,DN33 1,7,104000,5,-21
East Midlands,DN33 2,7,214000,6,21
East Midlands,DN33 3,7,168000,13,-3
East Midlands,DN34 4,7,129000,12,0
East Midlands,DN34 5,7,105000,8,-34
East Midlands,DN35 0,7,260000,13,0
East Midlands,DN35 7,7,107000,10,10
East Midlands,DN35 8,7,132000,13,9
East Midlands,DN35 9,7,189000,7,34
East Midlands,DN36 4,7,187000,10,-20
East Midlands,DN36 5,7,294000,8,11
East Midlands,DN37 0,7,251000,9,-40
East Midlands,DN37 7,7,234000,5,-3
East Midlands,DN37 9,7,120000,5,-32
East Midlands,DN38 6,7,377000,4,71
East Midlands,DN39 6,7,204000,3,27
East Midlands,DN4 0,7,115000,12,12
East Midlands,DN4 5,7,151000,5,7
East Midlands,DN4 6,7,257000,9,5
East Midlands,DN4 7,7,150000,4,-53
East Midlands,DN4 8,7,125000,5,-35
East Midlands,DN4 9,7,150000,5,3
East Midlands,DN40 1,7,123000,9,9
East Midlands,DN40 2,7,139000,5,-3
East Midlands,DN40 3,7,159000,3,-43
East Midlands,DN41 7,7,199000,3,-39
East Midlands,DN41 8,7,175000,1,-33
East Midlands,DN5 0,7,142000,6,46
East Midlands,DN5 7,7,318000,6,-1
East Midlands,DN5 8,7,166000,7,-21
East Midlands,DN5 9,7,145000,12,-1
East Midlands,DN6 0,7,101000,5,-39
East Midlands,DN6 7,7,174000,7,11
East Midlands,DN6 8,7,234000,8,59
East Midlands,DN6 9,7,187000,9,-27
East Midlands,DN7 4,7,135000,5,-27
East Midlands,DN7 5,7,98000,6,-60
East Midlands,DN7 6,7,224000,6,11
East Midlands,DN8 4,7,107000,5,-13
East Midlands,DN8 5,7,161000,18,10
East Midlands,DN9 1,7,341000,10,116
East Midlands,DN9 2,7,299000,7,12
East Midlands,DN9 3,7,268000,8,6
East Midlands,LE1 1,7,163000,1,20
East Midlands,LE1 4,7,132000,2,-7
East Midlands,LE1 5,7,154000,2,-7
East Midlands,LE1 6,7,140000,1,-77
East Midlands,LE10 0,7,219000,31,18
East Midlands,LE10 1,7,237000,18,-24
East Midlands,LE10 2,7,367000,16,7
East Midlands,LE10 3,7,273000,4,0
East Midlands,LE11 1,7,208000,9,-6
East Midlands,LE11 2,7,260000,13,-7
East Midlands,LE11 3,7,392000,12,15
East Midlands,LE11 4,7,201000,7,-23
East Midlands,LE11 5,7,233000,8,-7
East Midlands,LE12 5,7,390000,1,20
East Midlands,LE12 6,7,338000,16,-9
East Midlands,LE12 7,7,266000,22,2
East Midlands,LE12 8,7,394000,29,-16
East Midlands,LE12 9,7,221000,25,-23
East Midlands,LE13 0,7,243000,9,-9
East Midlands,LE13 1,7,293000,18,19
East Midlands,LE14 2,7,438000,5,-9
East Midlands,LE14 3,7,365000,11,59
East Midlands,LE14 4,7,406000,4,-40
East Midlands,LE15 6,7,254000,10,-21
East Midlands,LE15 7,7,499000,7,55
East Midlands,LE15 8,7,674000,10,209
East Midlands,LE15 9,7,612000,6,40
East Midlands,LE16 7,7,517000,19,35
East Midlands,LE16 8,7,555000,5,8
East Midlands,LE16 9,7,324000,15,-10
East Midlands,LE17 4,7,377000,12,4
East Midlands,LE17 5,7,676000,5,63
East Midlands,LE17 6,7,542000,10,153
East Midlands,LE18 1,7,279000,9,2
East Midlands,LE18 2,7,248000,5,4
East Midlands,LE18 3,7,264000,6,5
East Midlands,LE18 4,7,179000,4,-29
East Midlands,LE19 2,7,221000,5,-14
East Midlands,LE19 3,7,245000,1,-22
East Midlands,LE19 4,7,191000,9,-21
East Midlands,LE2 0,7,300000,1,58
East Midlands,LE2 1,7,294000,11,-6
East Midlands,LE2 2,7,457000,7,64
East Midlands,LE2 3,7,346000,7,-14
East Midlands,LE2 4,7,384000,5,-19
East Midlands,LE2 5,7,309000,13,20
East Midlands,LE2 6,7,238000,5,-10
East Midlands,LE2 7,7,181000,3,27
East Midlands,LE2 8,7,213000,10,1
East Midlands,LE2 9,7,206000,10,0
East Midlands,LE3 0,7,206000,10,6
East Midlands,LE3 1,7,211000,6,15
East Midlands,LE3 2,7,241000,6,-9
East Midlands,LE3 3,7,280000,10,17
East Midlands,LE3 5,7,145000,5,-16
East Midlands,LE3 6,7,216000,10,-7
East Midlands,LE3 8,7,362000,12,30
East Midlands,LE3 9,7,219000,5,1
East Midlands,LE4 0,7,247000,11,12
East Midlands,LE4 1,7,214000,4,11
East Midlands,LE4 2,7,213000,12,11
East Midlands,LE4 3,7,299000,8,-5
East Midlands,LE4 4,7,373000,7,30
East Midlands,LE4 5,7,234000,4,-12
East Midlands,LE4 6,7,238000,5,-13
East Midlands,LE4 7,7,270000,6,-4
East Midlands,LE4 8,7,259000,4,-9
East Midlands,LE4 9,7,147000,5,-37
East Midlands,LE5 0,7,199000,3,-25
East Midlands,LE5 1,7,242000,9,-9
East Midlands,LE5 2,7,220000,8,-23
East Midlands,LE5 3,7,230000,2,16
East Midlands,LE5 4,7,258000,4,-8
East Midlands,LE5 5,7,298000,7,-6
East Midlands,LE5 6,7,466000,7,61
East Midlands,LE6 0,7,277000,9,12
East Midlands,LE65 1,7,448000,8,59
East Midlands,LE65 2,7,312000,13,22
East Midlands,LE67 1,7,135000,4,-59
East Midlands,LE67 2,7,308000,8,-2
East Midlands,LE67 3,7,218000,8,31
East Midlands,LE67 4,7,229000,8,-21
East Midlands,LE67 5,7,236000,11,4
East Midlands,LE67 6,7,333000,3,45
East Midlands,LE67 8,7,326000,4,16
East Midlands,LE67 9,7,211000,9,-65
East Midlands,LE7 1,7,278000,4,25
East Midlands,LE7 2,7,283000,8,20
East Midlands,LE7 3,7,200000,1,-41
East Midlands,LE7 4,7,425000,5,-3
East Midlands,LE7 7,7,450000,22,34
East Midlands,LE7 9,7,320000,11,-14
East Midlands,LE8 0,7,300000,8,-38
East Midlands,LE8 4,7,252000,1,-21
East Midlands,LE8 5,7,315000,5,-8
East Midlands,LE8 6,7,241000,6,0
East Midlands,LE8 8,7,236000,6,-13
East Midlands,LE8 9,7,259000,5,-37
East Midlands,LE9 1,7,276000,3,25
East Midlands,LE9 2,7,359000,6,-17
East Midlands,LE9 3,7,176000,2,-25
East Midlands,LE9 4,7,221000,4,-12
East Midlands,LE9 6,7,261000,6,23
East Midlands,LE9 7,7,251000,15,9
East Midlands,LE9 8,7,214000,7,-9
East Midlands,LE9 9,7,324000,7,3
East Midlands,LN1 1,7,206000,10,0
East Midlands,LN1 2,7,201000,8,-34
East Midlands,LN1 3,7,260000,5,45
East Midlands,LN10 5,7,180000,1,16
East Midlands,LN10 6,7,437000,7,69
East Midlands,LN11 0,7,312000,5,17
East Midlands,LN11 7,7,289000,8,101
East Midlands,LN11 8,7,242000,6,1
East Midlands,LN11 9,7,256000,10,2
East Midlands,LN12 1,7,234000,4,31
East Midlands,LN12 2,7,188000,12,21
East Midlands,LN13 0,7,215000,1,-35
East Midlands,LN13 9,7,179000,2,-29
East Midlands,LN2 1,7,278000,2,11
East Midlands,LN2 2,7,249000,9,-26
East Midlands,LN2 3,7,288000,6,41
East Midlands,LN2 4,7,197000,14,-17
East Midlands,LN2 5,7,134000,11,-8
East Midlands,LN3 4,7,211000,2,-6
East Midlands,LN3 5,7,183000,1,-22
East Midlands,LN4 1,7,272000,14,1
East Midlands,LN4 2,7,229000,7,-2
East Midlands,LN4 3,7,218000,6,-3
East Midlands,LN4 4,7,224000,11,-3
East Midlands,LN5 0,7,334000,8,-15
East Midlands,LN5 7,7,122000,9,-4
East Midlands,LN5 8,7,151000,8,13
East Midlands,LN5 9,7,246000,14,3
East Midlands,LN6 0,7,195000,13,15
East Midlands,LN6 3,7,265000,4,13
East Midlands,LN6 4,7,150000,1,-78
East Midlands,LN6 5,7,540000,3,120
East Midlands,LN6 7,7,181000,16,-19
East Midlands,LN6 8,7,251000,18,-5
East Midlands,LN6 9,7,276000,17,13
East Midlands,LN7 6,7,203000,3,-37
East Midlands,LN8 2,7,115000,1,-59
East Midlands,LN8 3,7,222000,8,-15
East Midlands,LN8 5,7,210000,1,-14
East Midlands,LN8 6,7,216000,4,-21
East Midlands,LN9 5,7,280000,12,34
East Midlands,LN9 6,7,272000,4,37
East Midlands,NG1 1,7,107000,3,-41
East Midlands,NG1 6,7,198000,1,75
East Midlands,NG10 1,7,185000,10,16
East Midlands,NG10 2,7,209000,5,-45
East Midlands,NG10 3,7,255000,13,14
East Midlands,NG10 4,7,257000,10,8
East Midlands,NG10 5,7,212000,7,0
East Midlands,NG11 0,7,180000,1,-24
East Midlands,NG11 6,7,374000,9,19
East Midlands,NG11 7,7,304000,6,-1
East Midlands,NG11 8,7,251000,11,22
East Midlands,NG11 9,7,193000,12,3
East Midlands,NG12 1,7,285000,5,-11
East Midlands,NG12 2,7,261000,5,2
East Midlands,NG12 3,7,306000,16,6
East Midlands,NG12 4,7,444000,5,11
East Midlands,NG12 5,7,361000,11,-10
East Midlands,NG13 0,7,178000,2,-40
East Midlands,NG13 7,7,315000,1,-4
East Midlands,NG13 8,7,307000,17,-18
East Midlands,NG13 9,7,472000,3,84
East Midlands,NG14 5,7,320000,6,10
East Midlands,NG14 6,7,321000,6,18
East Midlands,NG14 7,7,382000,4,6
East Midlands,NG15 0,7,181000,5,-22
East Midlands,NG15 6,7,199000,13,-9
East Midlands,NG15 7,7,180000,19,-20
East Midlands,NG15 8,7,281000,6,10
East Midlands,NG15 9,7,435000,4,15
East Midlands,NG16 1,7,314000,13,-7
East Midlands,NG16 2,7,196000,11,-7
East Midlands,NG16 3,7,188000,5,8
East Midlands,NG16 4,7,153000,7,-3
East Midlands,NG16 5,7,196000,7,-38
East Midlands,NG16 6,7,146000,10,-11
East Midlands,NG17 1,7,281000,8,33
East Midlands,NG17 2,7,154000,12,1
East Midlands,NG17 3,7,202000,8,14
East Midlands,NG17 4,7,145000,12,-7
East Midlands,NG17 5,7,144000,7,-8
East Midlands,NG17 7,7,152000,3,2
East Midlands,NG17 8,7,188000,9,-6
East Midlands,NG17 9,7,206000,8,37
East Midlands,NG18 1,7,170000,1,75
East Midlands,NG18 2,7,125000,12,-23
East Midlands,NG18 3,7,179000,7,-34
East Midlands,NG18 4,7,237000,9,-7
East Midlands,NG18 5,7,148000,13,-21
East Midlands,NG18 6,7,275000,1,-8
East Midlands,NG19 0,7,154000,11,-33
East Midlands,NG19 6,7,188000,8,38
East Midlands,NG19 7,7,206000,12,22
East Midlands,NG19 8,7,181000,8,3
East Midlands,NG19 9,7,180000,14,-23
East Midlands,NG2 2,7,175000,4,-15
East Midlands,NG2 3,7,149000,4,1
East Midlands,NG2 4,7,162000,13,6
East Midlands,NG2 5,7,379000,12,4
East Midlands,NG2 6,7,422000,13,8
East Midlands,NG2 7,7,356000,23,-14
East Midlands,NG20 0,7,123000,6,-5
East Midlands,NG20 8,7,132000,10,1
East Midlands,NG20 9,7,192000,8,63
East Midlands,NG21 0,7,186000,17,8
East Midlands,NG21 9,7,245000,15,-9
East Midlands,NG22 0,7,332000,3,41
East Midlands,NG22 8,7,265000,10,-12
East Midlands,NG22 9,7,233000,11,23
East Midlands,NG23 5,7,464000,11,21
East Midlands,NG23 6,7,385000,2,10
East Midlands,NG23 7,7,356000,3,-1
East Midlands,NG24 1,7,196000,8,7
East Midlands,NG24 2,7,328000,7,51
East Midlands,NG24 3,7,217000,24,-20
East Midlands,NG24 4,7,174000,15,-19
East Midlands,NG25 0,7,427000,9,8
East Midlands,NG3 1,7,222000,4,40
East Midlands,NG3 2,7,213000,5,40
East Midlands,NG3 3,7,140000,2,-3
East Midlands,NG3 4,7,341000,3,-37
East Midlands,NG3 5,7,446000,13,30
East Midlands,NG3 6,7,193000,6,-29
East Midlands,NG3 7,7,177000,10,-36
East Midlands,NG31 6,7,127000,5,67
East Midlands,NG31 7,7,162000,18,-16
East Midlands,NG31 8,7,352000,17,12
East Midlands,NG31 9,7,255000,10,3
East Midlands,NG32 1,7,290000,1,16
East Midlands,NG32 2,7,450000,3,21
East Midlands,NG32 3,7,263000,8,-34
East Midlands,NG33 4,7,446000,2,7
East Midlands,NG33 5,7,158000,3,17
East Midlands,NG34 0,7,176000,4,-44
East Midlands,NG34 6,7,175000,2,-16
East Midlands,NG34 7,7,179000,16,-23
East Midlands,NG34 8,7,276000,8,1
East Midlands,NG34 9,7,282000,15,-5
East Midlands,NG4 1,7,191000,9,-12
East Midlands,NG4 2,7,212000,10,8
East Midlands,NG4 3,7,222000,10,0
East Midlands,NG4 4,7,239000,18,-10
East Midlands,NG5 1,7,244000,6,0
East Midlands,NG5 2,7,265000,7,82
East Midlands,NG5 3,7,238000,7,7
East Midlands,NG5 4,7,224000,5,-16
East Midlands,NG5 5,7,196000,17,-4
East Midlands,NG5 6,7,184000,13,5
East Midlands,NG5 7,7,251000,7,10
East Midlands,NG5 8,7,267000,12,8
East Midlands,NG5 9,7,166000,10,11
East Midlands,NG6 0,7,175000,11,9
East Midlands,NG6 7,7,170000,4,-2
East Midlands,NG6 8,7,192000,18,35
East Midlands,NG6 9,7,154000,9,-13
East Midlands,NG7 1,7,321000,12,-30
East Midlands,NG7 2,7,236000,3,-30
East Midlands,NG7 4,7,210000,3,-46
East Midlands,NG7 5,7,120000,7,-26
East Midlands,NG7 6,7,156000,9,21
East Midlands,NG7 7,7,148000,8,-13
East Midlands,NG8 1,7,261000,9,-26
East Midlands,NG8 2,7,355000,17,-27
East Midlands,NG8 3,7,235000,12,20
East Midlands,NG8 4,7,210000,3,22
East Midlands,NG8 5,7,157000,10,3
East Midlands,NG8 6,7,177000,10,-15
East Midlands,NG9 1,7,365000,8,17
East Midlands,NG9 2,7,307000,11,23
East Midlands,NG9 3,7,350000,8,-3
East Midlands,NG9 4,7,312000,5,15
East Midlands,NG9 5,7,273000,7,-6
East Midlands,NG9 6,7,270000,17,-22
East Midlands,NG9 7,7,225000,7,22
East Midlands,NG9 8,7,199000,16,9
East Midlands,S1 2,7,1900000,1,1095
East Midlands,S1 4,7,150000,1,7
East Midlands,S10 1,7,258000,19,-4
East Midlands,S10 2,7,243000,3,-27
East Midlands,S10 3,7,528000,11,-23
East Midlands,S10 4,7,370000,9,-27
East Midlands,S10 5,7,286000,10,-13
East Midlands,S11 7,7,487000,14,12
East Midlands,S11 8,7,326000,18,6
East Midlands,S11 9,7,481000,13,-6
East Midlands,S12 2,7,182000,14,-2
East Midlands,S12 3,7,219000,8,-22
East Midlands,S12 4,7,164000,9,2
East Midlands,S13 7,7,169000,6,25
East Midlands,S13 8,7,155000,10,-25
East Midlands,S13 9,7,194000,13,10
East Midlands,S14 1,7,330000,2,189
East Midlands,S17 3,7,673000,6,15
East Midlands,S17 4,7,436000,10,-5
East Midlands,S18 1,7,265000,9,18
East Midlands,S18 2,7,324000,6,21
East Midlands,S18 3,7,163000,2,-43
East Midlands,S18 4,7,271000,1,-62
East Midlands,S18 7,7,160000,1,-83
East Midlands,S18 8,7,325000,1,-13
East Midlands,S2 1,7,178000,5,33
East Midlands,S2 2,7,184000,5,33
East Midlands,S2 3,7,210000,6,24
East Midlands,S2 4,7,218000,2,26
East Midlands,S2 5,7,154000,6,57
East Midlands,S20 1,7,232000,8,44
East Midlands,S20 2,7,231000,4,41
East Midlands,S20 3,7,336000,1,162
East Midlands,S20 4,7,200000,4,-1
East Midlands,S20 5,7,250000,7,34
East Midlands,S20 6,7,232000,3,-23
East Midlands,S20 7,7,222000,3,-7
East Midlands,S20 8,7,222000,3,8
East Midlands,S21 1,7,223000,6,11
East Midlands,S21 2,7,202000,2,12
East Midlands,S21 3,7,268000,1,55
East Midlands,S21 4,7,186000,10,-15
East Midlands,S25 1,7,168000,2,-2
East Midlands,S25 2,7,173000,13,9
East Midlands,S25 4,7,190000,7,32
East Midlands,S25 5,7,250000,1,-70
East Midlands,S26 1,7,298000,2,57
East Midlands,S26 2,7,210000,2,-1
East Midlands,S26 3,7,256000,5,58
East Midlands,S26 4,7,334000,8,74
East Midlands,S26 5,7,199000,3,6
East Midlands,S26 6,7,142000,2,-23
East Midlands,S3 7,7,228000,3,87
East Midlands,S3 8,7,446000,5,74
East Midlands,S32 1,7,387000,2,-22
East Midlands,S32 3,7,410000,2,-14
East Midlands,S32 4,7,180000,1,-17
East Midlands,S33 0,7,318000,1,-6
East Midlands,S33 6,7,775000,2,252
East Midlands,S33 9,7,322000,5,222
East Midlands,S35 0,7,413000,13,18
East Midlands,S35 1,7,188000,11,-18
East Midlands,S35 2,7,153000,6,-20
East Midlands,S35 3,7,251000,3,-38
East Midlands,S35 4,7,216000,8,28
East Midlands,S35 7,7,364000,2,-7
East Midlands,S35 8,7,225000,8,-9
East Midlands,S35 9,7,170000,7,25
East Midlands,S36 1,7,150000,6,-20
East Midlands,S36 2,7,217000,9,0
East Midlands,S36 6,7,214000,5,12
East Midlands,S36 7,7,235000,1,-50
East Midlands,S36 8,7,375000,1,-29
East Midlands,S36 9,7,426000,3,63
East Midlands,S4 7,7,136000,5,74
East Midlands,S4 8,7,69000,6,1
East Midlands,S40 1,7,167000,9,-6
East Midlands,S40 2,7,184000,14,34
East Midlands,S40 3,7,237000,11,-36
East Midlands,S40 4,7,237000,9,6
East Midlands,S41 0,7,239000,19,10
East Midlands,S41 7,7,216000,8,18
East Midlands,S41 8,7,222000,11,22
East Midlands,S41 9,7,333000,9,87
East Midlands,S42 5,7,198000,18,31
East Midlands,S42 6,7,287000,24,17
East Midlands,S42 7,7,480000,1,15
East Midlands,S43 1,7,194000,9,58
East Midlands,S43 2,7,192000,7,32
East Midlands,S43 3,7,207000,7,11
