region,postcode_sector,month,avg_price,volume,delta
East Midlands,DE22 4,10,241000,9,3
East Midlands,DE23 1,10,236000,7,7
East Midlands,DE23 2,10,315000,3,62
East Midlands,DE23 3,10,347000,7,2
East Midlands,DE23 4,10,290000,4,-13
East Midlands,DE23 6,10,204000,13,-15
East Midlands,DE23 8,10,141000,9,1
East Midlands,DE24 0,10,192000,23,-3
East Midlands,DE24 1,10,110000,1,-4
East Midlands,DE24 3,10,178000,7,-21
East Midlands,DE24 5,10,232000,3,-14
East Midlands,DE24 8,10,151000,9,13
East Midlands,DE24 9,10,201000,10,14
East Midlands,DE3 0,10,283000,10,-16
East Midlands,DE3 9,10,275000,7,-33
East Midlands,DE4 2,10,410000,15,7
East Midlands,DE4 3,10,308000,14,13
East Midlands,DE4 4,10,342000,7,29
East Midlands,DE4 5,10,252000,3,-57
East Midlands,DE45 1,10,519000,12,18
East Midlands,DE5 3,10,213000,16,8
East Midlands,DE5 8,10,215000,3,-11
East Midlands,DE5 9,10,292000,5,70
East Midlands,DE55 1,10,256000,2,6
East Midlands,DE55 2,10,175000,7,2
East Midlands,DE55 3,10,233000,3,-17
East Midlands,DE55 4,10,157000,7,-13
East Midlands,DE55 5,10,179000,10,-2
East Midlands,DE55 6,10,237000,7,-16
East Midlands,DE55 7,10,323000,5,103
East Midlands,DE56 0,10,309000,12,3
East Midlands,DE56 1,10,202000,20,-8
East Midlands,DE56 2,10,359000,12,13
East Midlands,DE56 4,10,455000,4,-4
East Midlands,DE6 1,10,281000,7,-15
East Midlands,DE6 2,10,405000,3,-21
East Midlands,DE6 3,10,159000,2,-64
East Midlands,DE6 4,10,350000,1,-9
East Midlands,DE6 5,10,675000,2,91
East Midlands,DE65 5,10,265000,13,2
East Midlands,DE65 6,10,298000,8,-21
East Midlands,DE7 4,10,189000,10,-18
East Midlands,DE7 5,10,207000,7,-14
East Midlands,DE7 6,10,272000,9,8
East Midlands,DE7 8,10,185000,14,16
East Midlands,DE7 9,10,225000,4,-12
East Midlands,DE72 2,10,307000,3,-18
East Midlands,DE72 3,10,269000,16,12
East Midlands,DE73 5,10,316000,8,44
East Midlands,DE73 6,10,262000,7,4
East Midlands,DE73 7,10,309000,4,-12
East Midlands,DE73 8,10,241000,8,-43
East Midlands,DE74 2,10,280000,13,-24
East Midlands,DE75 7,10,198000,12,0
East Midlands,DN1 2,10,126000,9,12
East Midlands,DN10 4,10,395000,3,44
East Midlands,DN10 5,10,345000,2,15
East Midlands,DN10 6,10,357000,4,62
East Midlands,DN11 0,10,175000,8,15
East Midlands,DN11 8,10,158000,11,-9
East Midlands,DN11 9,10,290000,6,8
East Midlands,DN12 1,10,108000,7,17
East Midlands,DN12 2,10,156000,3,-22
East Midlands,DN12 3,10,176000,4,8
East Midlands,DN12 4,10,108000,2,-26
East Midlands,DN14 0,10,238000,13,-18
East Midlands,DN14 5,10,138000,10,-11
East Midlands,DN14 6,10,153000,8,18
East Midlands,DN14 7,10,142000,6,-10
East Midlands,DN14 8,10,204000,12,119
East Midlands,DN14 9,10,320000,6,55
East Midlands,DN15 0,10,270000,1,-52
East Midlands,DN15 6,10,66000,2,-29
East Midlands,DN15 7,10,125000,5,-4
East Midlands,DN15 8,10,167000,9,0
East Midlands,DN15 9,10,211000,13,-5
East Midlands,DN16 1,10,120000,6,11
East Midlands,DN16 2,10,149000,15,16
East Midlands,DN16 3,10,173000,13,21
East Midlands,DN17 1,10,168000,9,8
East Midlands,DN17 2,10,167000,9,6
East Midlands,DN17 3,10,263000,9,28
East Midlands,DN17 4,10,290000,3,11
East Midlands,DN18 5,10,205000,12,15
East Midlands,DN18 6,10,166000,4,-3
East Midlands,DN19 7,10,276000,4,51
East Midlands,DN2 4,10,159000,8,5
East Midlands,DN2 5,10,185000,12,16
East Midlands,DN2 6,10,139000,5,16
East Midlands,DN20 0,10,167000,8,-12
East Midlands,DN20 8,10,169000,7,-25
East Midlands,DN20 9,10,125000,1,-50
East Midlands,DN21 1,10,130000,17,-2
East Midlands,DN21 2,10,93000,7,-16
East Midlands,DN21 3,10,269000,8,41
East Midlands,DN21 4,10,417000,3,128
East Midlands,DN21 5,10,221000,5,-33
East Midlands,DN22 0,10,322000,2,-5
East Midlands,DN22 6,10,293000,5,23
East Midlands,DN22 7,10,209000,23,-5
East Midlands,DN22 8,10,249000,7,-29
East Midlands,DN22 9,10,274000,2,11
East Midlands,DN3 1,10,231000,15,22
East Midlands,DN3 2,10,168000,14,3
East Midlands,DN3 3,10,201000,13,6
East Midlands,DN31 1,10,66000,2,-22
East Midlands,DN31 2,10,74000,9,3
East Midlands,DN32 0,10,133000,9,-31
East Midlands,DN32 7,10,52000,3,-10
East Midlands,DN32 8,10,121000,11,9
East Midlands,DN32 9,10,95000,7,9
East Midlands,DN33 1,10,85000,4,15
East Midlands,DN33 2,10,204000,5,-4
East Midlands,DN33 3,10,197000,6,9
East Midlands,DN34 4,10,106000,9,-22
East Midlands,DN34 5,10,147000,10,-12
East Midlands,DN35 0,10,277000,7,36
East Midlands,DN35 7,10,94000,14,4
East Midlands,DN35 8,10,97000,4,-37
East Midlands,DN35 9,10,183000,7,4
East Midlands,DN36 4,10,205000,19,-23
East Midlands,DN36 5,10,257000,7,17
East Midlands,DN37 0,10,304000,3,13
East Midlands,DN37 7,10,195000,5,9
East Midlands,DN37 8,10,437000,1,386
East Midlands,DN37 9,10,99000,6,-35
East Midlands,DN38 6,10,194000,3,11
East Midlands,DN39 6,10,178000,6,-29
East Midlands,DN4 0,10,96000,8,-19
East Midlands,DN4 5,10,162000,7,-4
East Midlands,DN4 6,10,272000,13,30
East Midlands,DN4 7,10,282000,7,-4
East Midlands,DN4 8,10,160000,13,17
East Midlands,DN4 9,10,188000,7,8
East Midlands,DN40 1,10,129000,4,-28
East Midlands,DN40 2,10,162000,5,4
East Midlands,DN40 3,10,163000,4,12
East Midlands,DN41 7,10,202000,2,5
East Midlands,DN41 8,10,145000,3,-29
East Midlands,DN5 0,10,142000,9,19
East Midlands,DN5 7,10,246000,9,-30
East Midlands,DN5 8,10,210000,14,37
East Midlands,DN5 9,10,132000,11,6
East Midlands,DN6 0,10,149000,7,55
East Midlands,DN6 7,10,152000,10,0
East Midlands,DN6 8,10,159000,3,32
East Midlands,DN6 9,10,230000,10,34
East Midlands,DN7 4,10,98000,2,-37
East Midlands,DN7 5,10,173000,11,68
East Midlands,DN7 6,10,251000,16,26
East Midlands,DN8 4,10,112000,7,-18
East Midlands,DN8 5,10,112000,13,-10
East Midlands,DN9 1,10,242000,9,-30
East Midlands,DN9 2,10,287000,5,-26
East Midlands,DN9 3,10,283000,7,52
East Midlands,LE1 4,10,110000,2,-27
East Midlands,LE1 5,10,178000,1,2
East Midlands,LE1 6,10,158000,1,-13
East Midlands,LE10 0,10,232000,27,-9
East Midlands,LE10 1,10,221000,13,-36
East Midlands,LE10 2,10,307000,15,7
East Midlands,LE10 3,10,198000,3,-57
East Midlands,LE11 1,10,179000,13,-13
East Midlands,LE11 2,10,263000,20,1
East Midlands,LE11 3,10,343000,5,4
East Midlands,LE11 4,10,279000,6,27
East Midlands,LE11 5,10,190000,6,-17
East Midlands,LE12 5,10,261000,9,-30
East Midlands,LE12 6,10,339000,12,-5
East Midlands,LE12 7,10,323000,22,21
East Midlands,LE12 8,10,371000,15,-15
East Midlands,LE12 9,10,244000,14,12
East Midlands,LE13 0,10,276000,16,-15
East Midlands,LE13 1,10,287000,10,35
East Midlands,LE14 2,10,465000,2,-18
East Midlands,LE14 3,10,332000,10,74
East Midlands,LE14 4,10,287000,5,-39
East Midlands,LE15 6,10,396000,13,9
East Midlands,LE15 7,10,316000,7,-20
East Midlands,LE15 8,10,515000,7,-12
East Midlands,LE15 9,10,624000,16,37
East Midlands,LE16 7,10,366000,15,-20
East Midlands,LE16 8,10,405000,8,-5
East Midlands,LE16 9,10,267000,14,-20
East Midlands,LE17 4,10,407000,17,21
East Midlands,LE17 5,10,559000,3,23
East Midlands,LE17 6,10,248000,8,-50
East Midlands,LE18 1,10,303000,6,14
East Midlands,LE18 2,10,254000,7,11
East Midlands,LE18 3,10,497000,7,62
East Midlands,LE18 4,10,225000,16,-15
East Midlands,LE19 2,10,254000,4,-17
East Midlands,LE19 3,10,258000,7,-3
East Midlands,LE19 4,10,272000,8,-16
East Midlands,LE2 1,10,319000,9,-24
East Midlands,LE2 2,10,304000,1,-6
East Midlands,LE2 3,10,381000,13,23
East Midlands,LE2 4,10,381000,13,-15
East Midlands,LE2 5,10,302000,8,-10
East Midlands,LE2 6,10,256000,19,-8
East Midlands,LE2 7,10,202000,2,-1
East Midlands,LE2 8,10,299000,16,45
East Midlands,LE2 9,10,295000,16,-4
East Midlands,LE3 0,10,180000,11,-4
East Midlands,LE3 1,10,184000,8,-7
East Midlands,LE3 2,10,246000,13,20
East Midlands,LE3 3,10,286000,12,-3
East Midlands,LE3 5,10,182000,11,5
East Midlands,LE3 6,10,186000,6,-14
East Midlands,LE3 8,10,291000,10,26
East Midlands,LE3 9,10,178000,6,-8
East Midlands,LE4 0,10,247000,13,9
East Midlands,LE4 1,10,214000,5,55
East Midlands,LE4 2,10,194000,5,-8
East Midlands,LE4 3,10,298000,4,-32
East Midlands,LE4 4,10,316000,8,23
East Midlands,LE4 5,10,335000,2,49
East Midlands,LE4 6,10,295000,2,21
East Midlands,LE4 7,10,207000,3,-22
East Midlands,LE4 8,10,230000,7,-3
East Midlands,LE4 9,10,255000,4,6
East Midlands,LE5 0,10,216000,5,-16
East Midlands,LE5 1,10,266000,14,0
East Midlands,LE5 2,10,256000,6,-32
East Midlands,LE5 3,10,276000,3,42
East Midlands,LE5 4,10,288000,2,13
East Midlands,LE5 5,10,300000,7,15
East Midlands,LE5 6,10,321000,7,6
East Midlands,LE6 0,10,886000,12,221
East Midlands,LE65 1,10,349000,11,-34
East Midlands,LE65 2,10,316000,8,6
East Midlands,LE67 1,10,315000,5,39
East Midlands,LE67 2,10,263000,14,3
East Midlands,LE67 3,10,191000,13,13
East Midlands,LE67 4,10,225000,14,-9
East Midlands,LE67 5,10,249000,5,-2
East Midlands,LE67 6,10,242000,7,14
East Midlands,LE67 8,10,187000,3,-42
East Midlands,LE67 9,10,247000,5,-23
East Midlands,LE7 1,10,232000,9,-3
East Midlands,LE7 2,10,268000,8,-27
East Midlands,LE7 3,10,439000,5,29
East Midlands,LE7 4,10,420000,8,33
East Midlands,LE7 7,10,321000,9,-10
East Midlands,LE7 9,10,466000,8,-9
East Midlands,LE8 0,10,370000,3,4
East Midlands,LE8 4,10,289000,9,-6
East Midlands,LE8 5,10,350000,9,20
East Midlands,LE8 6,10,336000,11,-1
East Midlands,LE8 8,10,317000,8,21
East Midlands,LE8 9,10,283000,4,-25
East Midlands,LE9 1,10,250000,2,-4
East Midlands,LE9 2,10,498000,4,20
East Midlands,LE9 3,10,270000,4,-2
East Midlands,LE9 4,10,350000,9,34
East Midlands,LE9 6,10,232000,5,-24
East Midlands,LE9 7,10,309000,4,52
East Midlands,LE9 8,10,191000,9,-22
East Midlands,LE9 9,10,257000,4,-2
East Midlands,LN1 1,10,196000,15,-3
East Midlands,LN1 2,10,357000,10,13
East Midlands,LN1 3,10,167000,8,-2
East Midlands,LN1 4,10,295000,1,28
East Midlands,LN10 6,10,279000,6,-17
East Midlands,LN11 0,10,308000,5,-39
East Midlands,LN11 7,10,251000,7,-31
East Midlands,LN11 8,10,197000,8,-27
East Midlands,LN11 9,10,304000,4,74
East Midlands,LN12 1,10,180000,4,1
East Midlands,LN12 2,10,219000,11,-10
East Midlands,LN13 0,10,434000,2,117
East Midlands,LN13 9,10,139000,1,-48
East Midlands,LN2 2,10,367000,6,61
East Midlands,LN2 3,10,322000,7,-1
East Midlands,LN2 4,10,174000,12,-21
East Midlands,LN2 5,10,130000,11,-13
East Midlands,LN3 4,10,213000,3,-19
East Midlands,LN3 5,10,197000,2,-33
East Midlands,LN4 1,10,260000,15,-4
East Midlands,LN4 2,10,321000,7,28
East Midlands,LN4 3,10,300000,4,-28
East Midlands,LN4 4,10,228000,14,23
East Midlands,LN5 0,10,315000,6,1
East Midlands,LN5 7,10,138000,8,14
East Midlands,LN5 8,10,150000,17,11
East Midlands,LN5 9,10,245000,9,-5
East Midlands,LN6 0,10,170000,12,-6
East Midlands,LN6 3,10,271000,5,29
East Midlands,LN6 5,10,199000,3,-18
East Midlands,LN6 7,10,176000,5,-25
East Midlands,LN6 8,10,239000,11,0
East Midlands,LN6 9,10,248000,22,-19
East Midlands,LN7 6,10,217000,4,-49
East Midlands,LN8 2,10,378000,3,103
East Midlands,LN8 3,10,259000,10,23
East Midlands,LN8 5,10,230000,6,-15
East Midlands,LN8 6,10,327000,10,21
East Midlands,LN9 5,10,315000,14,9
East Midlands,LN9 6,10,253000,6,-23
East Midlands,NG1 1,10,160000,2,62
East Midlands,NG1 3,10,113000,4,35
East Midlands,NG1 4,10,275000,1,21
East Midlands,NG1 6,10,187000,3,-53
East Midlands,NG1 7,10,61000,1,-79
East Midlands,NG10 1,10,185000,10,6
East Midlands,NG10 2,10,256000,2,-32
East Midlands,NG10 3,10,269000,7,21
East Midlands,NG10 4,10,275000,20,27
East Midlands,NG10 5,10,269000,11,36
East Midlands,NG11 6,10,346000,15,1
East Midlands,NG11 7,10,299000,8,9
East Midlands,NG11 8,10,246000,6,9
East Midlands,NG11 9,10,175000,7,-9
East Midlands,NG12 1,10,236000,4,-47
East Midlands,NG12 2,10,271000,7,-35
East Midlands,NG12 3,10,338000,10,47
East Midlands,NG12 4,10,712000,8,62
East Midlands,NG12 5,10,284000,10,-9
East Midlands,NG13 0,10,381000,4,38
East Midlands,NG13 7,10,197000,2,-37
East Midlands,NG13 8,10,345000,7,1
East Midlands,NG13 9,10,515000,6,35
East Midlands,NG14 5,10,455000,8,36
East Midlands,NG14 6,10,263000,7,-29
East Midlands,NG14 7,10,415000,5,-12
East Midlands,NG15 0,10,175000,5,-1
East Midlands,NG15 6,10,205000,15,-9
East Midlands,NG15 7,10,197000,15,11
East Midlands,NG15 8,10,345000,10,91
East Midlands,NG15 9,10,562000,9,76
East Midlands,NG16 1,10,257000,16,-14
East Midlands,NG16 2,10,221000,22,-9
East Midlands,NG16 3,10,208000,7,26
East Midlands,NG16 4,10,154000,4,-21
East Midlands,NG16 5,10,304000,8,5
East Midlands,NG16 6,10,171000,16,-10
East Midlands,NG17 1,10,219000,13,29
East Midlands,NG17 2,10,156000,20,9
East Midlands,NG17 3,10,170000,9,-26
East Midlands,NG17 4,10,165000,10,8
East Midlands,NG17 5,10,198000,4,31
East Midlands,NG17 7,10,122000,4,-17
East Midlands,NG17 8,10,223000,14,17
East Midlands,NG17 9,10,164000,6,7
East Midlands,NG18 1,10,148000,1,42
East Midlands,NG18 2,10,151000,10,3
East Midlands,NG18 3,10,193000,13,21
East Midlands,NG18 4,10,236000,12,-16
East Midlands,NG18 5,10,240000,14,45
East Midlands,NG18 6,10,238000,2,-12
East Midlands,NG19 0,10,154000,7,-20
East Midlands,NG19 6,10,165000,20,154
East Midlands,NG19 7,10,190000,11,0
East Midlands,NG19 8,10,184000,14,8
East Midlands,NG19 9,10,235000,8,20
East Midlands,NG2 1,10,186000,3,119
East Midlands,NG2 2,10,183000,5,-3
East Midlands,NG2 3,10,148000,4,4
East Midlands,NG2 4,10,164000,13,9
East Midlands,NG2 5,10,486000,8,13
East Midlands,NG2 6,10,349000,20,-3
East Midlands,NG2 7,10,373000,17,5
East Midlands,NG20 0,10,131000,6,-50
East Midlands,NG20 8,10,148000,12,12
East Midlands,NG20 9,10,127000,6,3
East Midlands,NG21 0,10,174000,20,-6
East Midlands,NG21 9,10,212000,16,-17
East Midlands,NG22 0,10,376000,4,89
East Midlands,NG22 8,10,288000,9,2
East Midlands,NG22 9,10,206000,11,16
East Midlands,NG23 5,10,271000,4,-54
East Midlands,NG23 6,10,344000,5,-19
East Midlands,NG23 7,10,258000,5,-41
East Midlands,NG24 1,10,163000,5,4
East Midlands,NG24 2,10,203000,8,-45
East Midlands,NG24 3,10,220000,21,-24
East Midlands,NG24 4,10,204000,17,-6
East Midlands,NG25 0,10,393000,14,15
East Midlands,NG3 1,10,130000,1,10
East Midlands,NG3 2,10,106000,2,-28
East Midlands,NG3 3,10,161000,11,-16
East Midlands,NG3 4,10,402000,3,117
East Midlands,NG3 5,10,233000,26,-9
East Midlands,NG3 6,10,186000,9,-27
East Midlands,NG3 7,10,156000,3,-23
East Midlands,NG31 6,10,90000,6,-2
East Midlands,NG31 7,10,150000,12,-14
East Midlands,NG31 8,10,248000,14,0
East Midlands,NG31 9,10,210000,13,-19
East Midlands,NG32 1,10,264000,6,-7
East Midlands,NG32 2,10,293000,2,-4
East Midlands,NG32 3,10,343000,4,-38
East Midlands,NG33 4,10,273000,4,-56
East Midlands,NG34 0,10,289000,5,-22
East Midlands,NG34 7,10,222000,16,14
East Midlands,NG34 8,10,250000,9,7
East Midlands,NG34 9,10,222000,4,6
East Midlands,NG4 1,10,218000,16,-8
East Midlands,NG4 2,10,189000,8,12
East Midlands,NG4 3,10,234000,7,-35
East Midlands,NG4 4,10,261000,11,11
East Midlands,NG5 1,10,231000,11,7
East Midlands,NG5 2,10,272000,4,32
East Midlands,NG5 3,10,165000,2,-25
East Midlands,NG5 4,10,346000,7,20
East Midlands,NG5 5,10,192000,21,2
East Midlands,NG5 6,10,195000,16,-26
East Midlands,NG5 7,10,196000,8,-14
East Midlands,NG5 8,10,293000,8,7
East Midlands,NG5 9,10,163000,8,-11
East Midlands,NG6 0,10,210000,5,25
East Midlands,NG6 7,10,180000,3,16
East Midlands,NG6 8,10,180000,23,10
East Midlands,NG6 9,10,169000,3,13
East Midlands,NG7 1,10,503000,9,66
East Midlands,NG7 2,10,198000,4,-30
East Midlands,NG7 3,10,176000,5,102
East Midlands,NG7 4,10,135000,5,-24
East Midlands,NG7 5,10,108000,5,-25
East Midlands,NG7 6,10,181000,7,30
East Midlands,NG7 7,10,175000,7,20
East Midlands,NG8 1,10,246000,6,-16
East Midlands,NG8 2,10,341000,10,-21
East Midlands,NG8 3,10,258000,11,-8
East Midlands,NG8 4,10,166000,9,-2
East Midlands,NG8 5,10,158000,12,-19
East Midlands,NG8 6,10,177000,12,4
East Midlands,NG9 1,10,349000,10,8
East Midlands,NG9 2,10,209000,17,-21
East Midlands,NG9 3,10,320000,4,1
East Midlands,NG9 4,10,357000,5,59
East Midlands,NG9 5,10,239000,7,-14
East Midlands,NG9 6,10,217000,3,-28
East Midlands,NG9 7,10,209000,4,-12
East Midlands,NG9 8,10,191000,6,-2
East Midlands,S1 2,10,91000,4,-54
East Midlands,S1 4,10,213000,1,43
East Midlands,S10 1,10,280000,19,-11
East Midlands,S10 2,10,322000,2,-6
East Midlands,S10 3,10,544000,10,-17
East Midlands,S10 4,10,471000,3,5
East Midlands,S10 5,10,272000,6,-24
East Midlands,S11 7,10,399000,18,5
East Midlands,S11 8,10,251000,9,-29
East Midlands,S11 9,10,568000,12,-20
East Midlands,S12 2,10,171000,13,-3
East Midlands,S12 3,10,185000,6,-14
East Midlands,S12 4,10,171000,8,-8
East Midlands,S13 7,10,178000,10,27
East Midlands,S13 8,10,150000,5,-13
East Midlands,S13 9,10,192000,8,-4
East Midlands,S14 1,10,150000,6,26
East Midlands,S17 3,10,793000,6,33
East Midlands,S17 4,10,308000,9,-25
East Midlands,S18 1,10,257000,5,-8
East Midlands,S18 2,10,332000,6,18
East Midlands,S18 3,10,257000,2,-19
East Midlands,S18 4,10,180000,2,-74
East Midlands,S18 8,10,371000,5,28
East Midlands,S2 1,10,161000,11,27
East Midlands,S2 2,10,149000,4,-22
East Midlands,S2 3,10,195000,9,2
East Midlands,S2 4,10,78000,4,-30
East Midlands,S2 5,10,146000,2,46
East Midlands,S20 1,10,188000,6,55
East Midlands,S20 2,10,225000,4,-19
East Midlands,S20 4,10,204000,4,7
East Midlands,S20 5,10,245000,1,-17
East Midlands,S20 6,10,266000,2,3
East Midlands,S20 7,10,110000,1,-37
East Midlands,S21 1,10,218000,3,-19
East Midlands,S21 2,10,120000,1,-19
East Midlands,S21 3,10,178000,3,19
East Midlands,S21 4,10,226000,14,-33
East Midlands,S25 1,10,218000,1,86
East Midlands,S25 2,10,146000,9,-28
East Midlands,S25 3,10,196000,4,11
East Midlands,S25 4,10,302000,5,50
East Midlands,S25 5,10,320000,5,8
East Midlands,S26 1,10,226000,2,-30
East Midlands,S26 2,10,214000,6,-4
East Midlands,S26 3,10,230000,4,16
East Midlands,S26 4,10,133000,1,-30
East Midlands,S26 5,10,215000,3,150
East Midlands,S26 6,10,159000,2,-22
East Midlands,S3 7,10,113000,2,-7
East Midlands,S3 8,10,165000,9,-17
East Midlands,S32 1,10,286000,2,-34
East Midlands,S32 2,10,307000,2,-21
East Midlands,S32 3,10,432000,1,-51
East Midlands,S32 5,10,341000,7,24
East Midlands,S33 0,10,525000,1,67
East Midlands,S33 9,10,476000,2,-13
East Midlands,S35 0,10,323000,9,22
East Midlands,S35 1,10,243000,6,4
East Midlands,S35 2,10,279000,4,-5
East Midlands,S35 3,10,244000,3,25
East Midlands,S35 4,10,210000,5,26
East Midlands,S35 7,10,365000,6,-5
East Midlands,S35 8,10,208000,3,-44
East Midlands,S35 9,10,215000,6,-6
East Midlands,S36 1,10,166000,11,13
East Midlands,S36 2,10,210000,15,7
East Midlands,S36 4,10,440000,2,-25
East Midlands,S36 6,10,220000,14,2
East Midlands,S36 7,10,385000,2,64
East Midlands,S36 8,10,200000,1,-28
East Midlands,S36 9,10,459000,5,3
East Midlands,S4 7,10,68000,1,-50
East Midlands,S4 8,10,91000,3,-18
East Midlands,S40 1,10,230000,8,23
East Midlands,S40 2,10,128000,11,-6
East Midlands,S40 3,10,350000,7,36
East Midlands,S40 4,10,233000,17,0
East Midlands,S41 0,10,203000,20,8
East Midlands,S41 7,10,168000,7,-35
East Midlands,S41 8,10,215000,18,17
East Midlands,S41 9,10,128000,3,-30
East Midlands,S42 5,10,189000,16,22
East Midlands,S42 6,10,237000,15,-23
East Midlands,S42 7,10,398000,5,-4
East Midlands,S43 1,10,230000,10,-5
East Midlands,S43 2,10,165000,10,10
East Midlands,S43 3,10,173000,7,-21
